YEAR,MONTH,DAY,LINE,STATION,DIRECTION,TIME_05,TIME_06,TIME_07,TIME_08,TIME_09,TIME_10,TIME_11,TIME_12,TIME_13,TIME_14,TIME_15,TIME_16,TIME_17,TIME_18,TIME_19,TIME_20,TIME_21,TIME_22,TIME_23,TIME_00
2011,1,금,1,제기동,상선,8.9,10.1,17.9,31.3,33.6,33.6,35.8,35.8,39.2,40.3,42.5,54.8,64.9,100.7,85.0,59.3,51.5,66.0,36.9,13.4
2011,1,금,1,제기동,하선,29.1,38.0,95.1,129.8,69.4,54.8,49.2,44.7,43.6,49.2,44.7,50.3,47.0,51.5,29.1,22.4,20.1,22.4,12.3,1.1
2011,1,금,1,종각,상선,11.0,15.9,34.2,64.7,54.9,48.8,50.1,47.6,54.9,50.1,43.9,53.7,54.9,96.4,69.6,56.2,50.1,51.3,30.5,8.5
2011,1,금,1,종각,하선,19.5,29.3,73.2,96.4,52.5,45.2,43.9,47.6,51.3,58.6,58.6,67.1,64.7,114.8,62.3,46.4,50.1,47.6,25.6,4.9
2011,1,금,1,종로3가,상선,10.4,15.1,36.0,66.2,56.9,52.2,54.5,52.2,60.4,58.0,49.9,63.8,65.0,112.6,82.4,66.2,56.9,61.5,36.0,9.3
2011,1,금,1,종로3가,하선,19.7,31.3,77.8,118.4,60.4,48.7,46.4,46.4,48.7,56.9,54.5,61.5,60.4,98.7,53.4,36.0,33.7,34.8,18.6,3.5
2011,1,금,1,종로5가,상선,9.1,13.6,29.6,52.3,48.9,45.5,47.8,48.9,56.9,53.5,47.8,63.7,66.0,116.0,85.3,67.1,58.0,63.7,36.4,9.1
2011,1,금,1,종로5가,하선,22.7,36.4,87.6,130.8,72.8,54.6,52.3,52.3,54.6,61.4,60.3,62.6,63.7,94.4,48.9,34.1,30.7,33.0,19.3,3.4
2011,1,금,1,청량리,상선,8.9,7.8,15.6,24.6,24.6,30.2,27.9,31.3,30.2,34.7,36.9,48.1,58.1,89.4,72.7,58.1,43.6,63.7,33.5,10.1
2011,1,금,1,청량리,하선,29.1,34.7,101.7,127.4,70.4,49.2,43.6,42.5,41.4,40.2,41.4,40.2,41.4,46.9,24.6,20.1,20.1,20.1,13.4,1.1
2011,1,목,1,동대문,상선,8.8,11.7,22.4,42.9,38.0,37.1,40.0,40.0,46.8,46.8,41.9,53.6,58.5,95.6,75.1,55.6,48.8,53.6,32.2,8.8
2011,1,목,1,동대문,하선,20.5,32.2,80.9,118.0,67.3,50.7,44.9,43.9,45.8,49.7,47.8,49.7,52.7,67.3,36.1,25.4,24.4,24.4,13.7,2.0
2011,1,목,1,동묘앞,상선,5.8,9.2,18.3,33.3,29.1,29.1,30.8,32.5,36.6,37.5,33.3,43.3,47.5,76.6,59.9,45.0,34.1,47.5,27.5,5.8
2011,1,목,1,동묘앞,하선,16.6,25.8,69.1,99.9,53.3,42.5,37.5,35.0,36.6,40.8,38.3,45.0,38.3,51.6,28.3,19.1,18.3,18.3,10.8,0.8
2011,1,목,1,서울역,상선,8.7,17.4,47.9,82.7,58.7,41.3,43.5,34.8,44.6,34.8,31.5,32.6,37.0,53.3,39.2,28.3,22.8,22.8,13.1,4.4
2011,1,목,1,서울역,하선,10.9,18.5,32.6,42.4,23.9,26.1,26.1,30.5,33.7,35.9,40.3,44.6,47.9,97.9,55.5,42.4,41.3,39.2,20.7,5.4
2011,1,목,1,시청,상선,8.9,17.9,43.6,77.1,61.4,48.0,50.3,42.4,50.3,43.6,36.9,43.6,46.9,76.0,54.7,42.4,34.6,34.6,22.3,5.6
2011,1,목,1,시청,하선,14.5,21.2,39.1,57.0,31.3,31.3,30.2,34.6,39.1,41.3,45.8,50.3,50.3,97.2,57.0,42.4,42.4,41.3,22.3,3.4
2011,1,목,1,신설동,상선,7.6,10.9,19.6,32.6,38.0,41.3,38.0,40.2,45.7,45.7,45.7,55.4,66.3,98.9,82.6,58.7,51.1,66.3,35.9,13.0
2011,1,목,1,신설동,하선,29.4,37.0,91.3,126.1,64.1,54.4,48.9,45.7,44.6,51.1,46.7,52.2,48.9,59.8,34.8,22.8,23.9,21.7,13.0,1.1
2011,1,목,1,제기동,상선,8.7,9.8,17.5,30.6,32.8,32.8,35.0,35.0,38.2,39.3,41.5,53.5,63.4,98.3,83.0,57.9,50.3,64.5,36.1,13.1
2011,1,목,1,제기동,하선,28.4,37.2,92.9,126.8,67.7,53.5,48.1,43.7,42.6,48.1,43.7,49.2,45.9,50.3,28.4,21.9,19.7,21.9,12.0,1.1
2011,1,목,1,종각,상선,10.9,15.8,34.0,64.3,54.6,48.5,49.8,47.3,54.6,49.8,43.7,53.4,54.6,95.9,69.2,55.8,49.8,51.0,30.3,8.5
2011,1,목,1,종각,하선,19.4,29.1,72.8,95.9,52.2,44.9,43.7,47.3,51.0,58.3,58.3,66.8,64.3,114.1,61.9,46.1,49.8,47.3,25.5,4.9
2011,1,목,1,종로3가,상선,9.9,14.3,34.1,62.7,53.9,49.5,51.7,49.5,57.2,55.0,47.3,60.5,61.6,106.8,78.1,62.7,53.9,58.3,34.1,8.8
2011,1,목,1,종로3가,하선,18.7,29.7,73.7,112.3,57.2,46.2,44.0,44.0,46.2,53.9,51.7,58.3,57.2,93.5,50.6,34.1,31.9,33.0,17.6,3.3
2011,1,목,1,종로5가,상선,8.8,13.2,28.6,50.6,47.3,44.0,46.2,47.3,55.0,51.7,46.2,61.6,63.8,112.2,82.5,64.9,56.1,61.6,35.2,8.8
2011,1,목,1,종로5가,하선,22.0,35.2,84.7,126.5,70.4,52.8,50.6,50.6,52.8,59.4,58.3,60.5,61.6,91.3,47.3,33.0,29.7,31.9,18.7,3.3
2011,1,목,1,청량리,상선,8.6,7.5,15.0,23.6,23.6,29.0,26.9,30.1,29.0,33.3,35.5,46.2,55.9,86.0,69.9,55.9,41.9,61.3,32.2,9.7
2011,1,목,1,청량리,하선,27.9,33.3,97.8,122.5,67.7,47.3,41.9,40.8,39.8,38.7,39.8,38.7,39.8,45.1,23.6,19.3,19.3,19.3,12.9,1.1
2011,1,수,1,동대문,상선,8.8,11.8,22.6,43.1,38.2,37.3,40.2,40.2,47.1,47.1,42.2,53.9,58.8,96.1,75.5,55.9,49.0,53.9,32.4,8.8
2011,1,수,1,동대문,하선,20.6,32.4,81.4,118.6,67.7,51.0,45.1,44.1,46.1,50.0,48.0,50.0,52.9,67.7,36.3,25.5,24.5,24.5,13.7,2.0
2011,1,수,1,동묘앞,상선,5.8,9.1,18.3,33.2,29.1,29.1,30.7,32.4,36.6,37.4,33.2,43.2,47.4,76.4,59.8,44.9,34.1,47.4,27.4,5.8
2011,1,수,1,동묘앞,하선,16.6,25.8,69.0,99.7,53.2,42.4,37.4,34.9,36.6,40.7,38.2,44.9,38.2,51.5,28.2,19.1,18.3,18.3,10.8,0.8
2011,1,수,1,서울역,상선,8.6,17.2,47.3,81.7,58.1,40.9,43.0,34.4,44.1,34.4,31.2,32.3,36.6,52.7,38.7,28.0,22.6,22.6,12.9,4.3
2011,1,수,1,서울역,하선,10.8,18.3,32.3,41.9,23.7,25.8,25.8,30.1,33.3,35.5,39.8,44.1,47.3,96.8,54.8,41.9,40.9,38.7,20.4,5.4
2011,1,수,1,시청,상선,9.0,18.1,44.1,78.0,62.2,48.6,50.9,43.0,50.9,44.1,37.3,44.1,47.5,76.9,55.4,43.0,35.1,35.1,22.6,5.7
2011,1,수,1,시청,하선,14.7,21.5,39.6,57.7,31.7,31.7,30.5,35.1,39.6,41.9,46.4,50.9,50.9,98.4,57.7,43.0,43.0,41.9,22.6,3.4
2011,1,수,1,신설동,상선,7.7,10.9,19.7,32.8,38.3,41.6,38.3,40.5,45.9,45.9,45.9,55.8,66.7,99.5,83.1,59.1,51.4,66.7,36.1,13.1
2011,1,수,1,신설동,하선,29.5,37.2,91.9,126.9,64.5,54.7,49.2,45.9,44.8,51.4,47.0,52.5,49.2,60.2,35.0,23.0,24.1,21.9,13.1,1.1
2011,1,수,1,제기동,상선,8.7,9.7,17.3,30.3,32.5,32.5,34.6,34.6,37.9,39.0,41.1,53.0,62.8,97.4,82.2,57.4,49.8,63.9,35.7,13.0
2011,1,수,1,제기동,하선,28.1,36.8,92.0,125.5,67.1,53.0,47.6,43.3,42.2,47.6,43.3,48.7,45.5,49.8,28.1,21.6,19.5,21.6,11.9,1.1
2011,1,수,1,종각,상선,11.0,16.0,34.4,65.0,55.2,49.1,50.3,47.9,55.2,50.3,44.2,54.0,55.2,96.9,69.9,56.5,50.3,51.5,30.7,8.6
2011,1,수,1,종각,하선,19.6,29.5,73.6,96.9,52.8,45.4,44.2,47.9,51.5,58.9,58.9,67.5,65.0,115.4,62.6,46.6,50.3,47.9,25.8,4.9
2011,1,수,1,종로3가,상선,9.8,14.2,33.9,62.3,53.5,49.2,51.4,49.2,56.8,54.6,47.0,60.1,61.2,106.0,77.6,62.3,53.5,57.9,33.9,8.7
2011,1,수,1,종로3가,하선,18.6,29.5,73.2,111.5,56.8,45.9,43.7,43.7,45.9,53.5,51.4,57.9,56.8,92.9,50.3,33.9,31.7,32.8,17.5,3.3
2011,1,수,1,종로5가,상선,8.7,13.1,28.4,50.2,46.9,43.7,45.8,46.9,54.6,51.3,45.8,61.1,63.3,111.3,81.9,64.4,55.7,61.1,34.9,8.7
2011,1,수,1,종로5가,하선,21.8,34.9,84.0,125.5,69.9,52.4,50.2,50.2,52.4,58.9,57.8,60.0,61.1,90.6,46.9,32.7,29.5,31.7,18.6,3.3
2011,1,수,1,청량리,상선,8.5,7.4,14.9,23.4,23.4,28.7,26.6,29.7,28.7,32.9,35.1,45.7,55.2,85.0,69.1,55.2,41.4,60.6,31.9,9.6
2011,1,수,1,청량리,하선,27.6,32.9,96.7,121.1,66.9,46.7,41.4,40.4,39.3,38.2,39.3,38.2,39.3,44.6,23.4,19.1,19.1,19.1,12.7,1.1
2011,1,월,1,동대문,상선,8.6,11.5,22.1,42.2,37.4,36.5,39.4,39.4,46.1,46.1,41.3,52.8,57.6,94.1,73.9,54.7,48.0,52.8,31.7,8.6
2011,1,월,1,동대문,하선,20.2,31.7,79.7,116.2,66.2,49.9,44.2,43.2,45.1,49.0,47.0,49.0,51.8,66.2,35.5,25.0,24.0,24.0,13.4,1.9
2011,1,월,1,동묘앞,상선,5.5,8.6,17.1,31.2,27.3,27.3,28.8,30.4,34.3,35.1,31.2,40.5,44.4,71.7,56.1,42.1,31.9,44.4,25.7,5.5
2011,1,월,1,동묘앞,하선,15.6,24.1,64.7,93.5,49.9,39.7,35.1,32.7,34.3,38.2,35.8,42.1,35.8,48.3,26.5,17.9,17.1,17.1,10.1,0.8
2011,1,월,1,서울역,상선,8.5,16.9,46.6,80.4,57.1,40.2,42.3,33.9,43.4,33.9,30.7,31.7,36.0,51.8,38.1,27.5,22.2,22.2,12.7,4.2
2011,1,월,1,서울역,하선,10.6,18.0,31.7,41.3,23.3,25.4,25.4,29.6,32.8,34.9,39.1,43.4,46.6,95.2,54.0,41.3,40.2,38.1,20.1,5.3
2011,1,월,1,시청,상선,8.3,16.6,40.5,71.7,57.2,44.7,46.8,39.5,46.8,40.5,34.3,40.5,43.6,70.7,50.9,39.5,32.2,32.2,20.8,5.2
2011,1,월,1,시청,하선,13.5,19.7,36.4,53.0,29.1,29.1,28.1,32.2,36.4,38.5,42.6,46.8,46.8,90.4,53.0,39.5,39.5,38.5,20.8,3.1
2011,1,월,1,신설동,상선,7.4,10.6,19.1,31.9,37.2,40.4,37.2,39.3,44.6,44.6,44.6,54.2,64.8,96.7,80.7,57.4,49.9,64.8,35.1,12.7
2011,1,월,1,신설동,하선,28.7,36.1,89.2,123.2,62.7,53.1,47.8,44.6,43.6,49.9,45.7,51.0,47.8,58.4,34.0,22.3,23.4,21.2,12.7,1.1
2011,1,월,1,제기동,상선,8.5,9.6,17.0,29.8,31.9,31.9,34.1,34.1,37.2,38.3,40.4,52.1,61.7,95.8,80.9,56.4,48.9,62.8,35.1,12.8
2011,1,월,1,제기동,하선,27.7,36.2,90.4,123.4,66.0,52.1,46.8,42.6,41.5,46.8,42.6,47.9,44.7,48.9,27.7,21.3,19.2,21.3,11.7,1.1
2011,1,월,1,종각,상선,10.4,15.1,32.5,61.5,52.2,46.4,47.6,45.2,52.2,47.6,41.8,51.0,52.2,91.6,66.1,53.4,47.6,48.7,29.0,8.1
2011,1,월,1,종각,하선,18.6,27.8,69.6,91.6,49.9,42.9,41.8,45.2,48.7,55.7,55.7,63.8,61.5,109.0,59.2,44.1,47.6,45.2,24.4,4.6
2011,1,월,1,종로3가,상선,9.4,13.5,32.3,59.3,51.0,46.8,48.9,46.8,54.1,52.0,44.7,57.2,58.3,100.9,73.9,59.3,51.0,55.2,32.3,8.3
2011,1,월,1,종로3가,하선,17.7,28.1,69.7,106.1,54.1,43.7,41.6,41.6,43.7,51.0,48.9,55.2,54.1,88.5,47.9,32.3,30.2,31.2,16.7,3.1
2011,1,월,1,종로5가,상선,8.4,12.6,27.3,48.4,45.2,42.1,44.2,45.2,52.6,49.4,44.2,58.9,61.0,107.2,78.9,62.0,53.6,58.9,33.6,8.4
2011,1,월,1,종로5가,하선,21.0,33.6,81.0,120.9,67.3,50.5,48.4,48.4,50.5,56.8,55.7,57.8,58.9,87.3,45.2,31.5,28.4,30.5,17.9,3.2
2011,1,월,1,청량리,상선,8.3,7.3,14.6,22.9,22.9,28.1,26.1,29.2,28.1,32.3,34.4,44.8,54.2,83.4,67.8,54.2,40.7,59.4,31.3,9.4
2011,1,월,1,청량리,하선,27.1,32.3,94.9,118.8,65.7,45.9,40.7,39.6,38.6,37.5,38.6,37.5,38.6,43.8,22.9,18.8,18.8,18.8,12.5,1.0
2011,1,일,1,동대문,상선,5.0,7.5,9.2,12.5,21.7,22.5,30.8,30.0,37.5,35.0,34.2,40.0,34.2,34.2,26.7,28.3,28.3,30.0,20.8,5.8
2011,1,일,1,동대문,하선,10.8,11.7,11.7,20.8,30.0,29.2,36.7,38.3,43.3,44.2,42.5,50.8,38.3,32.5,20.8,18.3,15.8,15.0,8.3,0.0
2011,1,일,1,동묘앞,상선,5.6,10.1,12.3,16.8,28.0,28.0,34.7,35.8,44.8,42.5,43.7,51.5,44.8,43.7,33.6,34.7,33.6,39.2,23.5,9.0
2011,1,일,1,동묘앞,하선,13.4,14.6,14.6,26.9,41.4,39.2,49.2,50.4,56.0,59.3,54.8,63.8,47.0,41.4,25.7,23.5,20.1,16.8,10.1,0.0
2011,1,일,1,서울역,상선,2.7,4.7,6.1,12.2,16.2,18.3,25.0,23.7,29.1,23.0,21.0,26.4,18.9,18.3,14.2,14.2,14.2,14.2,9.5,3.4
2011,1,일,1,서울역,하선,5.4,6.1,5.4,8.8,12.9,13.5,17.6,19.6,21.0,23.0,25.7,30.4,27.7,23.7,17.6,16.2,16.2,14.9,8.8,2.7
2011,1,일,1,시청,상선,2.2,3.9,4.4,7.9,11.4,12.7,18.0,16.7,20.6,16.7,16.2,18.9,14.5,14.0,11.0,11.4,11.4,11.0,7.5,5.3
2011,1,일,1,시청,하선,4.8,4.8,3.9,6.6,9.6,9.6,12.3,13.2,15.3,17.1,18.4,21.9,18.4,16.7,12.3,11.0,10.5,9.2,5.3,1.8
2011,1,일,1,신설동,상선,2.3,5.1,5.6,7.9,14.6,13.5,18.0,16.9,21.4,20.8,22.5,28.1,22.5,21.9,16.9,16.9,19.1,25.9,14.6,12.4
2011,1,일,1,신설동,하선,11.3,7.3,7.9,12.9,19.1,20.8,25.3,25.3,25.9,27.6,24.2,28.7,24.2,20.8,12.4,10.7,11.3,7.3,5.1,0.0
2011,1,일,1,제기동,상선,3.2,5.0,6.3,8.2,15.1,13.2,17.6,15.8,20.8,21.4,22.1,29.6,25.2,23.9,18.9,18.3,20.2,27.7,15.8,13.2
2011,1,일,1,제기동,하선,12.0,8.2,8.8,14.5,21.4,23.3,29.0,27.7,29.0,29.6,26.5,30.9,26.5,18.3,13.2,12.0,11.3,8.8,5.7,0.0
2011,1,일,1,종각,상선,2.7,4.1,4.5,7.7,10.9,12.7,17.3,16.4,19.5,17.3,16.8,20.4,15.9,16.4,12.3,13.6,14.5,13.6,9.1,3.6
2011,1,일,1,종각,하선,5.9,5.9,5.0,8.6,12.7,12.7,16.8,16.8,19.1,21.8,22.7,27.3,22.7,20.0,13.6,12.3,12.3,10.9,6.4,1.8
2011,1,일,1,종로3가,상선,3.2,5.8,7.8,11.6,17.4,19.4,26.5,25.8,31.7,29.1,27.1,32.3,25.8,26.5,20.0,22.0,23.3,22.6,14.2,5.2
2011,1,일,1,종로3가,하선,7.8,8.4,7.8,12.9,18.7,20.0,25.8,26.5,28.4,33.6,31.7,36.8,32.9,25.8,17.4,14.9,14.2,12.3,7.8,2.6
2011,1,일,1,종로5가,상선,3.1,4.6,6.1,8.7,13.2,14.3,20.4,18.8,23.9,21.9,20.9,24.9,20.9,20.9,16.3,17.3,17.8,17.8,11.7,4.1
2011,1,일,1,종로5가,하선,7.1,7.1,6.6,12.7,16.8,17.8,22.4,23.4,25.4,27.5,27.0,30.0,27.0,20.4,13.7,11.2,10.7,9.7,5.6,1.5
2011,1,일,1,청량리,상선,3.4,4.8,6.1,7.5,15.0,12.2,15.6,13.6,17.0,19.0,20.4,27.2,23.1,23.8,17.0,19.0,19.7,21.1,21.1,10.9
2011,1,일,1,청량리,하선,10.9,8.8,8.8,18.4,21.8,23.8,28.6,29.2,31.3,27.9,28.6,27.9,26.5,18.4,13.6,13.6,10.9,8.8,6.1,0.0
2011,1,토,1,동대문,상선,9.4,10.4,16.1,20.8,28.3,31.2,43.4,46.3,60.4,55.7,53.8,64.2,60.4,60.4,40.6,41.5,45.3,54.8,47.2,15.1
2011,1,토,1,동대문,하선,19.8,22.7,26.4,52.9,54.8,43.4,58.5,65.1,71.8,68.9,63.3,75.5,65.1,56.7,31.2,25.5,23.6,25.5,17.9,0.0
2011,1,토,1,동묘앞,상선,9.4,14.2,17.7,24.8,31.9,37.8,48.4,54.3,68.5,63.8,62.6,74.4,73.2,69.7,47.2,48.4,48.4,68.5,50.8,20.1
2011,1,토,1,동묘앞,하선,22.4,27.2,31.9,63.8,73.2,54.3,72.0,77.9,82.7,83.8,76.8,87.4,73.2,63.8,34.2,28.3,26.0,26.0,17.7,0.0
2011,1,토,1,서울역,상선,6.1,10.4,13.8,26.8,30.3,31.1,39.8,40.7,52.8,42.4,38.1,47.6,40.7,36.3,24.2,21.6,20.8,25.1,18.2,6.9
2011,1,토,1,서울역,하선,9.5,13.0,12.1,19.0,21.6,20.8,30.3,36.3,39.8,42.4,42.4,51.9,53.6,45.8,30.3,26.8,32.0,32.0,23.4,6.1
2011,1,토,1,시청,상선,4.9,9.1,12.7,21.8,27.4,27.4,36.6,35.2,47.9,39.4,35.2,42.9,38.0,35.9,23.9,23.2,22.5,26.7,20.4,15.5
2011,1,토,1,시청,하선,10.6,12.7,11.3,17.6,21.8,19.0,26.0,31.0,36.6,38.0,38.0,47.2,44.3,40.8,26.7,23.2,26.7,26.0,19.0,4.9
2011,1,토,1,신설동,상선,5.4,8.5,10.1,13.9,20.9,24.0,33.3,34.1,43.4,41.8,41.8,51.1,47.2,44.9,31.0,30.2,35.6,58.9,41.1,40.3
2011,1,토,1,신설동,하선,23.2,17.0,22.5,39.5,43.4,37.2,47.2,48.8,51.1,51.9,44.9,52.7,48.8,41.1,20.9,17.0,18.6,14.7,11.6,0.0
2011,1,토,1,제기동,상선,6.8,9.8,12.7,15.6,22.5,25.4,36.1,35.2,46.9,46.9,45.9,61.5,56.7,53.7,39.1,37.1,43.0,71.3,49.8,47.9
2011,1,토,1,제기동,하선,29.3,22.5,29.3,50.8,55.7,46.9,59.6,60.6,62.5,63.5,53.7,63.5,59.6,41.0,24.4,20.5,21.5,18.6,14.7,0.0
2011,1,토,1,종각,상선,5.7,9.2,12.1,19.9,24.2,26.3,33.4,34.1,45.5,39.1,34.8,44.8,37.7,40.5,25.6,26.3,29.8,35.5,27.7,9.9
2011,1,토,1,종각,하선,13.5,15.6,14.2,24.2,28.4,24.9,34.8,39.8,44.1,47.6,47.6,57.6,54.7,51.2,29.1,25.6,29.1,29.8,22.7,5.0
2011,1,토,1,종로3가,상선,8.3,13.5,19.7,32.2,37.3,40.4,56.0,58.1,75.7,66.4,59.1,72.6,64.3,66.4,43.6,43.6,49.8,60.2,46.7,13.5
2011,1,토,1,종로3가,하선,19.7,23.9,21.8,38.4,45.6,40.4,56.0,64.3,66.4,73.6,68.5,83.0,84.0,71.6,41.5,32.2,32.2,32.2,24.9,6.2
2011,1,토,1,종로5가,상선,7.6,11.3,16.1,24.6,29.3,33.1,47.3,47.3,63.4,57.7,53.9,65.2,59.6,61.5,41.6,41.6,45.4,55.8,45.4,15.1
2011,1,토,1,종로5가,하선,20.8,22.7,25.5,49.2,49.2,43.5,56.7,67.1,70.0,71.9,67.1,76.6,76.6,61.5,35.0,27.4,27.4,27.4,19.9,5.7
2011,1,토,1,청량리,상선,6.8,7.8,10.7,11.7,17.6,21.5,28.3,28.3,36.1,39.0,41.0,51.7,46.9,49.8,32.2,36.1,38.1,46.9,59.5,37.1
2011,1,토,1,청량리,하선,24.4,22.5,28.3,57.6,49.8,42.9,53.7,58.6,62.5,54.7,51.7,51.7,54.7,37.1,22.5,20.5,18.5,17.6,13.7,0.0
2011,1,화,1,동대문,상선,8.8,11.7,22.5,43.0,38.1,37.1,40.1,40.1,46.9,46.9,42.0,53.7,58.6,95.8,75.2,55.7,48.9,53.7,32.2,8.8
2011,1,화,1,동대문,하선,20.5,32.2,81.1,118.2,67.4,50.8,45.0,44.0,45.9,49.8,47.9,49.8,52.8,67.4,36.2,25.4,24.4,24.4,13.7,2.0
2011,1,화,1,동묘앞,상선,5.8,9.1,18.2,33.1,29.0,29.0,30.6,32.3,36.4,37.2,33.1,43.0,47.2,76.1,59.6,44.7,33.9,47.2,27.3,5.8
2011,1,화,1,동묘앞,하선,16.6,25.7,68.7,99.3,53.0,42.2,37.2,34.8,36.4,40.6,38.1,44.7,38.1,51.3,28.1,19.0,18.2,18.2,10.8,0.8
2011,1,화,1,서울역,상선,8.5,17.0,46.7,80.7,57.3,40.3,42.5,34.0,43.5,34.0,30.8,31.8,36.1,52.0,38.2,27.6,22.3,22.3,12.7,4.2
2011,1,화,1,서울역,하선,10.6,18.0,31.8,41.4,23.4,25.5,25.5,29.7,32.9,35.0,39.3,43.5,46.7,95.5,54.1,41.4,40.3,38.2,20.2,5.3
2011,1,화,1,시청,상선,9.0,17.9,43.7,77.4,61.7,48.2,50.5,42.6,50.5,43.7,37.0,43.7,47.1,76.3,55.0,42.6,34.8,34.8,22.4,5.6
2011,1,화,1,시청,하선,14.6,21.3,39.3,57.2,31.4,31.4,30.3,34.8,39.3,41.5,46.0,50.5,50.5,97.6,57.2,42.6,42.6,41.5,22.4,3.4
2011,1,화,1,신설동,상선,7.5,10.7,19.2,32.0,37.3,40.5,37.3,39.5,44.8,44.8,44.8,54.4,65.1,97.1,81.1,57.6,50.1,65.1,35.2,12.8
2011,1,화,1,신설동,하선,28.8,36.3,89.6,123.7,62.9,53.3,48.0,44.8,43.7,50.1,45.9,51.2,48.0,58.7,34.1,22.4,23.5,21.3,12.8,1.1
2011,1,화,1,제기동,상선,8.7,9.8,17.5,30.6,32.8,32.8,35.0,35.0,38.3,39.4,41.5,53.6,63.4,98.4,83.1,57.9,50.3,64.5,36.1,13.1
2011,1,화,1,제기동,하선,28.4,37.2,92.9,126.8,67.8,53.6,48.1,43.7,42.6,48.1,43.7,49.2,45.9,50.3,28.4,21.9,19.7,21.9,12.0,1.1
2011,1,화,1,종각,상선,10.8,15.6,33.6,63.6,54.0,48.0,49.2,46.8,54.0,49.2,43.2,52.8,54.0,94.8,68.4,55.2,49.2,50.4,30.0,8.4
2011,1,화,1,종각,하선,19.2,28.8,72.0,94.8,51.6,44.4,43.2,46.8,50.4,57.6,57.6,66.0,63.6,112.7,61.2,45.6,49.2,46.8,25.2,4.8
2011,1,화,1,종로3가,상선,9.7,14.0,33.5,61.5,52.9,48.6,50.7,48.6,56.1,54.0,46.4,59.4,60.4,104.7,76.6,61.5,52.9,57.2,33.5,8.6
2011,1,화,1,종로3가,하선,18.3,29.1,72.3,110.1,56.1,45.3,43.2,43.2,45.3,52.9,50.7,57.2,56.1,91.7,49.7,33.5,31.3,32.4,17.3,3.2
2011,1,화,1,종로5가,상선,8.8,13.1,28.4,50.3,47.0,43.8,45.9,47.0,54.7,51.4,45.9,61.3,63.5,111.6,82.0,64.5,55.8,61.3,35.0,8.8
2011,1,화,1,종로5가,하선,21.9,35.0,84.2,125.8,70.0,52.5,50.3,50.3,52.5,59.1,58.0,60.2,61.3,90.8,47.0,32.8,29.5,31.7,18.6,3.3
2011,1,화,1,청량리,상선,8.6,7.5,15.1,23.7,23.7,29.0,26.9,30.1,29.0,33.3,35.5,46.2,55.9,86.0,69.9,55.9,41.9,61.3,32.3,9.7
2011,1,화,1,청량리,하선,28.0,33.3,97.9,122.6,67.8,47.3,41.9,40.9,39.8,38.7,39.8,38.7,39.8,45.2,23.7,19.4,19.4,19.4,12.9,1.1
2011,2,금,1,동대문,상선,8.4,11.2,21.6,41.2,36.5,35.6,38.4,38.4,45.0,45.0,40.3,51.5,56.2,91.8,72.1,53.4,46.8,51.5,30.9,8.4
2011,2,금,1,동대문,하선,19.7,30.9,77.8,113.4,64.7,48.7,43.1,42.2,44.0,47.8,45.9,47.8,50.6,64.7,34.7,24.4,23.4,23.4,13.1,1.9
